2710346889,    0.00000,    0.02105,    0.00355,    0.00000,    0.00000,    0.00000
2710514876,    0.00000,    0.01052,    0.00177,    0.00000,    0.00000,    0.00000
2710682847,    0.00000,    0.02105,    0.00355,    0.00000,    0.00000,    0.00000
2710850847,    0.00000,    0.01052,    0.00177,    0.00000,    0.00000,    0.00000
27113408722924,    0.00000,   -0.00526,   -0.00088,    0.00000,    0.00000,    0.00000
3408890913,    0.02441,    0.00526,    0.00500,    0.00000,    0.00000,    0.00000
3409058864,    0.00000,   -0.00526,   -0.00088,    0.00000,    0.00000,    0.00000
3409226864,    0.00000,   -0.00526,   -0.00088,    0.00000,    0.00000,    0.00000
3409394864,    0.00000,   -0.00526,   -0.00088,    0.00000,    0.00000,    0.00000
3409562864,    0.00000,   -0.01052,   -0.00177,    0.00000,    0.00000,    0.00000
3409730864,    0.00000,   -0.03158,   -0.00533,    0.00000,    0.00000,    0.00000
3409898864,    0.00000,    0.00526,    0.00088,    0.00000,    0.00000,    0.00000
3410066864,    0.00000,    0.02105,    0.00355,    0.00000,    0.00000,    0.00000
3410234864,    0.00000,    0.02105,    0.00355,    0.00000,    0.00000,    0.00000
3410402864,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000
3410570864,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000
3410738864,    0.00000,   -0.02632,   -0.00444,    0.00000,    0.00000,    0.00000
3410906864,    0.00000,   -0.03158,   -0.00533,    0.00000,    0.00000,    0.00000
3411074864,    0.02441,   -0.02105,    0.00056,    0.00000,    0.00000,    0.00000
3411242864,    0.00000,   -0.00526,   -0.00088,    0.00000,    0.00000,    0.00000
3411410864,    0.00000,   -0.01052,   -0.00177,    0.00000,    0.00000,    0.00000
3411578864,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000
3411746864,    0.00000,   -0.00526,   -0.00088,    0.00000,    0.00000,    0.00000
3411914864,    0.00000,    0.01579,    0.00266,    0.00000,    0.00000,    0.00000
3412082864,    0.00000,    0.02632,    0.00444,    0.00000,    0.00000,    0.00000
