2993562932,   -0.02441,   -0.01052,   -0.00081,   -0.00004,   -0.00081,   -0.30156
2993730915,    0.00000,   -0.00526,   -0.00096,   -0.00004,   -0.00096,   -0.33519
2993898883,    0.00000,    0.00526,   -0.00108,   -0.00004,   -0.00108,   -0.36208
2994066883,    0.00000,    0.00526,   -0.00119,   -0.00004,   -0.00119,   -0.38144
29944064900382,    0.00000,   -0.01052,   -0.00000,    0.00000,   -0.00000,   -0.00000
4065067652,    0.00000,    0.01052,   -0.00000,    0.00000,   -0.00000,   -0.00000
4065235592,    0.00000,   -0.02105,   -0.00000,    0.00000,   -0.00000,   -0.00000
4065402904,    0.00000,    0.00000,   -0.00000,    0.00000,   -0.00000,   -0.00000
4065570904,    0.00000,    0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4065738904,    0.00000,    0.00000,   -0.00000,    0.00000,   -0.00000,   -0.00000
4065906904,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000
4066074904,    0.00000,    0.02105,    0.00000,    0.00000,    0.00000,    0.00000
4066242904,    0.00000,    0.00526,    0.00000,    0.00000,    0.00000,   -0.00000
4066410904,   -0.02441,   -0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4066578904,    0.00000,   -0.01579,   -0.00000,    0.00000,   -0.00000,   -0.00000
4066746904,    0.00000,   -0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4066914904,    0.00000,    0.01052,   -0.00000,    0.00000,   -0.00000,   -0.00000
4067082904,    0.00000,   -0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4067250904,    0.00000,   -0.01052,   -0.00000,    0.00000,   -0.00000,   -0.00000
4067418904,    0.00000,   -0.02105,    0.00000,    0.00000,    0.00000,   -0.00000
4067586904,    0.00000,   -0.03158,   -0.00000,    0.00000,   -0.00000,   -0.00000
4067754904,    0.00000,   -0.01579,   -0.00000,    0.00000,   -0.00000,   -0.00000
4067922904,    0.00000,   -0.02632,   -0.00000,    0.00000,   -0.00000,   -0.00000
4068090904,    0.00000,   -0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4068258904,    0.00000,   -0.01052,   -0.00000,    0.00000,   -0.00000,   -0.00000
4068426904,    0.00000,    0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4068594904,    0.00000,   -0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4068762904,    0.00000,    0.00000,   -0.00000,    0.00000,   -0.00000,   -0.00000
4068930904,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000
4069098904,    0.00000,   -0.01052,    0.00000,    0.00000,    0.00000,    0.00000
4069266904,    0.00000,   -0.01052,    0.00000,    0.00000,    0.00000,   -0.00000
4069434904,    0.00000,   -0.00526,    0.00000,    0.00000,    0.00000,    0.00000
4069602904,    0.00000,   -0.01579,   -0.00000,    0.00000,   -0.00000,   -0.00000
4069770904,    0.00000,   -0.03158,   -0.00000,    0.00000,   -0.00000,   -0.00000
4069938904,    0.00000,   -0.01579,   -0.00000,    0.00000,   -0.00000,   -0.00000
4070106904,    0.00000,    0.01052,   -0.00000,    0.00000,   -0.00000,   -0.00000
4070274904,    0.00000,    0.00000,   -0.00000,    0.00000,   -0.00000,   -0.00000
4070442904,    0.00000,   -0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4070610904,    0.00000,   -0.01579,   -0.00000,    0.00000,   -0.00000,   -0.00000
4070778904,    0.00000,   -0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4070946904,    0.00000,   -0.00526,   -0.00000,    0.00000,   -0.00000,   -0.00000
4071114904,    0.00000,   -0.02105,   -0.00000,    0.00000,   -0.00000,   -0.00000
